adres_id,ulica,nr_budynku,nr_mieszkania,kod_pocztowy,miasto
500,Lakewood,732,64,278588,Queluz de Baixo
501,Blaine,362,91,326383,Pasirmukti
502,Weeping Birch,461,89,646838,Takaishi
503,Elmside,116,5,652845,Barg-e Matāl
504,Veith,737,72,386803,Slobidka
505,Nobel,239,84,735015,Bairan
506,Westend,182,5,909594,Guruyan
507,Hoepker,453,71,807708,El Tabo
508,Russell,618,96,152891,Mikulášovice
509,Amoth,86,3,125949,Rambouillet
510,Warrior,408,55,895861,Gucheng
511,Sachtjen,250,61,690244,Houxi
512,Maywood,206,52,924829,Kattaqo’rg’on
513,Maple,395,13,760845,Nova Iguaçu
514,Dottie,288,5,259171,Villanueva
515,Ruskin,280,50,489095,Czemierniki
516,La Follette,70,64,804104,Sędziejowice
517,Texas,230,81,452009,Staropyshminsk
518,Scofield,615,18,354876,Portmore
519,Cascade,387,77,380548,Youxi
520,Dryden,380,100,940681,Aketi
521,Evergreen,19,56,811286,Kālābāgh
522,Ridgeview,328,34,750700,Capitán Bado
523,Crescent Oaks,184,13,615503,Daireaux
524,Miller,119,25,982585,Nikolina Gora
525,Summer Ridge,23,91,968195,Ryazhsk
526,International,735,35,576177,Dongmafang
527,Northridge,447,92,606537,Belogorsk
528,3rd,48,55,336450,Biguaçu
529,Golf Course,570,74,797055,Ljutomer
530,Artisan,450,23,703737,Baidoa
531,Transport,152,83,146630,Tambaú
532,Becker,204,6,882003,Houston
533,High Crossing,568,34,580928,Volksrust
534,Independence,454,71,786145,Celendín
535,Clemons,433,92,655070,Uralo-Kavkaz
536,Orin,422,52,596988,Phayakkhaphum Phisai
537,Fairview,370,21,598390,Zhambyl
538,Miller,637,12,233502,Kedungtuban
539,Garrison,589,59,666264,Orange
540,Eastlawn,561,48,810528,Saint-Quentin-en-Yvelines
541,Village Green,686,40,142032,Kloulklubed
542,6th,665,34,776438,Huangzhawan
543,Anthes,669,44,420804,Yangjia
544,Brentwood,260,5,788265,Ridderkerk
545,Hansons,231,59,591636,Kannus
546,Spenser,285,10,947822,Kwidzyn
547,Doe Crossing,447,44,195960,Ralung
548,Schurz,509,50,284430,Toba Tek Singh
549,Mendota,747,79,466089,Zwettl
550,Transport,465,42,946990,Mae Lao
551,Oak,38,29,649429,Rudolfov
552,Little Fleur,585,23,707380,James Craik
553,Anniversary,666,93,352813,Fresnes
554,Sheridan,321,49,450505,Kalilangan
555,Butternut,499,64,933279,Fonseca
556,Lakewood,66,30,847659,Sosnytsya
557,Debra,117,65,140522,Nianyushan
558,Karstens,549,83,123094,Chantilly
559,Fordem,497,16,191099,Sūrān
560,Basil,488,15,387981,Palilula
561,Orin,369,9,314814,Jargalant
562,Texas,535,95,594892,Chazón
563,Clemons,482,80,485473,Błonie
564,Hoffman,102,15,617347,Kastélli
565,Fairfield,716,15,931746,Washington
566,Merchant,527,77,582356,Yangxi
567,Lakewood Gardens,15,82,878099,Santa Magdalena
568,Straubel,117,97,373415,Hohhot
569,Merrick,137,6,165732,Pagatin
570,Holmberg,126,34,271314,Hexi
571,Park Meadow,494,46,451098,Trbovlje
572,Lien,662,37,568881,Sogcho
573,West,344,86,249129,Bralin
574,Ruskin,236,63,326423,Tran
575,Corscot,2,96,867256,Estacion
576,Canary,220,92,141464,Batiano
577,Cody,727,99,837051,Chyżne
578,Melvin,99,32,995995,San Mariano
579,Erie,163,46,777433,Iracemápolis
580,Surrey,45,55,963953,Gengwan
581,Crowley,33,24,590712,Sruki
582,Fairfield,119,11,343406,Krasnohrad
583,Linden,305,55,426351,Uvarovo
584,Hoepker,239,24,647772,Asahi
585,Helena,293,2,251320,Baroy
586,Judy,6,28,730357,Carandaí
587,Bluejay,8,71,294866,San Martín
588,Swallow,348,83,496199,Thessalon
589,Wayridge,756,55,162334,Gaborone
590,Blaine,762,94,139175,Dongtian
591,Petterle,741,94,400141,Bánov
592,Eastwood,296,100,321085,Parungjawa
593,Eastwood,410,45,784584,Cabusao
594,Hagan,330,41,653745,Donggang
595,Sycamore,579,90,705791,Jianqiao
596,Jay,646,9,314246,Lipnik
597,Goodland,284,7,682585,Tyresö
598,Butterfield,307,36,684260,Golčův Jeníkov
599,Charing Cross,73,5,785547,Shah Alam
600,Anhalt,479,46,120755,Xinmin
601,Randy,27,75,197508,Sapphaya
602,Bonner,68,63,955747,Songhu
603,Jenna,492,4,443328,Santa Rosa de Cabal
604,Spaight,312,81,448080,Wanquan
605,Cascade,170,71,861701,Åtvidaberg
606,Forest Dale,403,51,595732,Fotolívos
607,Mesta,118,78,519800,Ruyigi
608,Packers,556,90,197000,Vannes
609,Monterey,462,44,806431,Sakhnīn
610,Rusk,470,61,241336,Nässjö
611,Sunfield,67,71,731086,Malanay
612,Dovetail,610,49,997315,Münster
613,Warrior,569,64,193215,Avellaneda
614,Northfield,20,76,194550,Chapadinha
615,Homewood,405,13,277657,Kynopiástes
616,Sutteridge,148,23,201902,Bar-le-Duc
617,Algoma,520,2,311235,Sumberrejo
618,8th,452,59,838735,Vetluzhskiy
619,Dovetail,334,79,863554,Nakhon Phanom
620,Dawn,703,12,877224,Świętajno
621,Mallard,245,42,481931,Kommunisticheskiy
622,Ridge Oak,714,79,255342,Patrocínio
623,Clyde Gallagher,720,4,859861,Colima
624,Crowley,773,54,572445,Bagratashen
625,Merchant,94,65,952166,Anping
626,Jay,272,11,388250,Guashe
627,Dexter,133,3,691727,Boden
628,Hazelcrest,249,70,242008,Ituiutaba
629,Columbus,85,3,767794,Dongwan
630,Golf View,469,13,628870,Chivilcoy
631,Maple Wood,99,50,510701,Utrecht (stad)
632,Quincy,723,62,503551,Houjia
633,Straubel,238,15,144368,Lyubotyn
634,Washington,123,41,671915,Alingsås
635,Fairfield,713,78,679470,Kahama
636,Waywood,427,1,413591,Noramarg
637,Vera,560,42,126288,Peristerona
638,Grasskamp,85,71,454702,Saseel
639,Forest Dale,527,100,140247,Songzhuang
640,Derek,96,28,804835,Tqibuli
641,Ruskin,742,15,253288,Kola
642,Buhler,237,98,172745,Jilong
643,West,521,31,298372,Chiba
644,Haas,27,20,213673,Coruripe
645,Buell,479,92,806319,Petrich
646,Bunker Hill,142,64,724044,Jiapeng
647,Algoma,699,8,194472,Neebing
648,Loomis,494,88,774875,Cipaku
649,Stoughton,659,27,480001,Oslo
650,Nelson,194,83,706862,Lücheng
651,Harbort,734,72,925186,Duozhu
652,Alpine,137,23,575853,Orsha
653,Dwight,434,36,112667,Adiwerna
654,Artisan,696,70,863912,Temanjang
655,Dwight,192,13,940517,Carenang Lor
656,Fallview,639,64,698497,Falun
657,Comanche,134,88,744991,Lere
658,Anniversary,554,97,688002,Thị Trấn Cẩm Thủy
659,Manley,131,11,572025,Krajan Dua Dawuan Wetan
660,Spaight,333,17,539069,Yezhi
661,Division,483,67,812291,Fusagasuga
662,Prairie Rose,466,50,440021,Waajid
663,American Ash,98,88,801887,Mungwi
664,Northfield,756,4,198107,Gaimán
665,Kenwood,593,91,600094,Zalţan
666,Rieder,317,34,794924,Plymouth
667,Prairieview,231,71,928966,Erhaodi
668,Waxwing,272,93,338304,Nanmu
669,Carpenter,636,6,241463,Canguçu
670,Caliangt,494,97,503423,Manzanares
671,Lake View,554,26,717587,Osięciny
672,Kinsman,558,68,950928,Tosu
673,Memorial,687,8,926680,Viljandi
674,Killdeer,744,23,635141,København
675,Sunfield,173,93,145528,Lesnyye Polyany
676,Dahle,245,20,826322,Gitega
677,Comanche,25,57,207061,Huayuan
678,Victoria,738,33,916456,Tyrawa Wołoska
679,La Follette,521,38,316976,Blimbing
680,1st,223,49,553349,Tipo-Tipo
681,Sheridan,667,6,718530,Huangtan
682,Farwell,457,60,533923,Iaçu
683,Thackeray,36,71,349781,Saint Louis
684,Sunfield,240,76,482653,Bồng Sơn
685,Gale,689,75,813385,Bukhovo
686,Mcbride,312,25,193442,Deder
687,Crownhardt,95,37,974002,Al Mushannaf
688,Delaware,649,23,816115,Zhangjiayuan
689,Roxbury,231,78,390952,Calamba
690,Bowman,354,28,318474,Irákleion
691,David,655,65,961347,Dajanrurung
692,Merchant,490,84,904650,Anthoúsa
693,Atwood,25,43,251311,Stryszawa
694,Eagan,262,84,504438,Formosa
695,Bobwhite,351,67,283657,Tal’ne
696,Elgar,353,59,762373,Nabīnagar
697,Petterle,359,11,660485,Alor Setar
698,Milwaukee,628,59,676493,Okrika
699,Raven,482,87,338581,Birnin Kebbi
700,Reindahl,370,92,504911,Göteborg
701,Knutson,147,32,531396,Nangong
702,Cherokee,658,84,527642,Broby
703,Ludington,397,13,834236,Anuradhapura
704,Lillian,673,50,434743,Kambia
705,Claremont,565,88,546020,Santa Luzia
706,Vermont,630,52,751796,Chantilly
707,Monica,133,40,144129,Grijó
708,Manley,429,82,909250,Titiakar
709,Corben,305,81,342058,Ko Chan
710,Chinook,424,85,222969,Przyborów
711,Hayes,714,56,385158,Phan Rang-Tháp Chàm
712,Namekagon,463,71,178878,Tuhe
713,Mandrake,475,26,501562,Lyublino
714,Brown,100,9,987667,Pepayan
715,Alpine,452,22,643960,Chengyang
716,Oxford,605,39,567587,Bulo
717,Harbort,303,23,948375,Aglipay
718,Eagan,232,91,695311,Hihyā
719,Delaware,769,68,310123,Kfar NaOranim
720,6th,129,45,192127,Kadugedong
721,Corry,621,30,333645,Citasuk
722,Declaration,317,4,652943,Cibeureum
723,Farwell,756,37,861193,Pante Raja
724,Arrowood,285,48,114829,Malaya Purga
725,Johnson,363,40,922330,Hongor
726,Reindahl,489,76,672253,Ponta Porã
727,Oakridge,523,77,209293,Orlando
728,Union,195,31,805460,Desnogorsk
729,Nancy,642,57,639365,Takāb
730,Anzinger,683,57,692625,Peishe
731,Canary,497,52,917442,Épinal
732,Hoffman,776,19,504511,Union
733,International,558,87,645861,Wenquan
734,Grasskamp,717,33,466435,Lučko
735,Randy,654,33,337006,Photharam
736,Manitowish,39,96,877371,Dalinhe
737,Old Gate,655,18,575919,Carregueira
738,Scofield,67,92,760103,Tukbur
739,Porter,224,42,440667,Hexi
740,Ilene,584,72,431921,Enskede
741,Packers,347,41,893414,Pueblo Nuevo Viñas
742,Dexter,49,44,693140,Zhajin
743,Iowa,57,9,725012,San Isidro
744,Stephen,143,89,570084,Patulul
745,Barby,42,88,376608,Oneop
746,Sommers,764,31,482052,Houston
747,Paget,702,98,275647,Ariana
748,Florence,775,54,820192,Utarapasar
749,Hayes,612,61,313272,Río Segundo
750,Springview,692,77,470383,Baturyn
751,Arkansas,409,37,999420,Nancun
752,Redwing,113,92,205478,Patiya
753,Northport,435,32,111609,Wilmington
754,Doe Crossing,199,18,118892,Sucun
755,Park Meadow,616,59,894036,Yengiawat
756,Forest,253,25,148456,Naebugis
757,Grasskamp,172,50,680692,Maishi
758,Johnson,492,45,280635,Taozhuang
759,Trailsway,350,27,971231,Albion
760,Daystar,459,66,841471,Longkou
761,Buhler,435,21,685587,Izborsk
762,Tomscot,265,65,469604,Selaparang Timur
763,Atwood,102,57,496278,Jajarkrajan
764,Bellgrove,218,44,504109,Stęszew
765,Fordem,563,58,971178,Muḩradah
766,Ronald Regan,668,26,552313,Leiden
767,West,417,79,469320,Kasserine
768,Summerview,183,69,379669,Currais
769,Acker,12,17,685644,Wentang
770,Hermina,16,1,353944,Mourelos
771,Nevada,753,9,501206,Mayantoc
772,Spenser,309,54,239125,Jianxincun
773,Duke,202,94,430102,Andop
774,Springs,251,96,973266,Hrvatska Kostajnica
775,Algoma,637,74,398738,Catania
776,Utah,17,12,192630,Areeiro
777,Westport,144,20,562952,Krajan Craken
778,Jenna,101,87,347083,Amagi
779,Milwaukee,464,36,526223,Estancia
780,Upham,685,37,539139,Placencia
781,Cascade,733,71,137237,Qizhen
782,Forest,763,81,757108,Posedarje
783,Pennsylvania,702,38,704031,Ranot
784,Truax,398,53,772132,Chelles
785,Debra,160,27,179714,Emiliano Zapata
786,Arizona,374,93,477596,Khlong Toei
787,Bay,714,15,688865,Gapluk
788,La Follette,646,14,200145,Casais Brancos
789,Village,549,35,753954,Wumahe
790,Center,660,59,221759,Kafr Thulth
791,Menomonie,485,17,239279,San Jerónimo
792,Sundown,17,5,756563,Muarasiau
793,Aberg,740,96,325466,Labuhanlalar
794,Dovetail,347,36,183326,Yinla
795,Continental,482,55,646213,Anaráchi
796,Melrose,229,42,937158,Vrbno pod Pradědem
797,Calypso,334,63,818769,Ciudad del Este
798,Sachs,320,29,112483,Nusajaya
799,Manitowish,244,91,329098,Skalbmierz
800,Burrows,160,70,242957,Panghadangan
801,Knutson,43,24,733331,Kyurdarmir
802,Lawn,272,80,241411,Lam Plai Mat
803,Amoth,319,29,814958,Vila Velha
804,Myrtle,64,18,484598,Dayou
805,Farmco,605,43,730006,Jeffrey’s Bay
806,Bluejay,410,38,952671,Kratovo
807,Bellgrove,33,84,229932,Atlanta
808,Bonner,176,4,974225,Anqing
809,Delladonna,436,75,666766,Sagana
810,Oak Valley,498,54,126943,Halayhayin
811,Fieldstone,598,22,856246,Tolkmicko
812,Crescent Oaks,688,3,587092,Vitrolles
813,Garrison,299,47,788132,Lianyun
814,Hoard,278,82,557672,Xiaotang
815,Marquette,5,26,511388,Uvarovo
816,Charing Cross,329,8,654126,Hamakita
817,Commercial,681,11,309279,Lichinga
818,Hauk,134,9,345639,La Suiza
819,Lotheville,392,97,606857,Gostimë
820,West,584,77,487158,Alingsås
821,Cardinal,66,75,231368,Severnyy
822,Dovetail,659,68,614860,Ordynskoye
823,Nelson,221,5,659432,Kavajë
824,Red Cloud,628,85,875722,Paitan
825,Leroy,65,25,805804,Himeville
826,Buhler,696,97,810113,Saint-Jérôme
827,Loeprich,509,30,313806,Betania
828,Walton,404,63,390027,Uusikaupunki
829,Fairfield,484,28,757419,Graz
830,5th,402,42,739677,Damietta
831,Tennyson,401,35,549170,Ipoh
832,Packers,486,1,873756,Paris 07
833,Eagle Crest,251,98,860590,Helsingborg
834,Riverside,649,82,597229,Villa Nueva
835,Fordem,273,31,287894,Tutnae
836,Garrison,357,33,257080,Adigeni
837,Esch,350,82,628126,Tanjung Palas
838,Mitchell,35,53,480462,Bałtów
839,Victoria,285,73,550173,Al Lubban al Gharbī
840,Rigney,19,36,484564,Pechenizhyn
841,Graedel,717,40,972498,Zhangguanying
842,Gina,143,44,870854,Gancheng
843,Buell,183,86,640747,Yinjiang
844,Gerald,213,83,531224,Kamaris
845,Almo,479,71,607062,Gubo
846,Spaight,168,34,806666,Hejiayan
847,School,586,6,772846,Ban Houayxay
848,Waubesa,352,44,904732,Pinaring
849,Clarendon,328,37,140051,Nurmo
850,Elgar,418,38,599788,Zhangfang
851,Spaight,113,73,502388,Uppsala
852,Crest Line,733,24,973455,Fuji
853,Coolidge,240,24,486743,Rēzekne
854,Anzinger,311,96,523111,Dongxing
855,Westend,309,80,831181,Batawa
856,Reinke,194,51,112237,Arnhem
857,Merry,200,40,824964,Smolec
858,Mariners Cove,444,50,911930,Muarabuliti
859,Blue Bill Park,414,34,155232,Jagodina
860,Grim,661,97,587636,Murtajih
861,Scofield,421,1,714305,Huangshi
862,Pankratz,219,2,271172,Vitória do Mearim
863,Service,678,88,889501,Lgota Wielka
864,Oriole,593,89,692102,Smolec
865,Melody,623,36,287455,Jaguariaíva
866,Green,282,70,566533,Ngozi
867,Granby,587,2,222673,San Andrés
868,Warrior,479,66,627036,Zhuangshi
869,Toban,309,62,341494,Hearst
870,Eagan,30,41,552333,Milotice
871,Golden Leaf,101,65,392606,Mehmand Chak
872,Browning,481,35,247514,Rizári
873,Kenwood,43,94,766442,Glencoe
874,Spenser,386,76,407928,Four Cross Roads
875,Rusk,90,89,241765,Pragen Selatan
876,Bunker Hill,507,73,583540,Barreiro
877,Bashford,423,18,890202,Ulluaya
878,Raven,699,33,345758,Pasirreungit
879,Myrtle,659,78,145914,Aíyira
880,Dwight,95,14,699313,Radom
881,Susan,292,90,701696,Piedra Blanca
882,Shopko,404,26,264845,Kentau
883,Hermina,381,3,274143,Duzhou
884,Rigney,651,26,317484,Wangcun
885,Brickson Park,40,65,995610,Paris 01
886,Crowley,640,73,539224,Yushu
887,Graceland,316,46,924131,Santa Catalina Norte
888,Sundown,421,23,275540,Huanuni
889,Corscot,134,53,391436,Zarumilla
890,Riverside,238,81,716567,Pensilvania
891,Dixon,649,17,215304,Mbala
892,Meadow Valley,130,74,235752,Orekhovo-Zuyevo
893,Shoshone,590,54,969781,Baoxia
894,Fisk,633,73,212904,Sumbuya
895,Talmadge,424,94,369244,Vällingby
896,Holy Cross,334,53,502194,Heshui
897,Goodland,415,54,826462,Gimcheon
898,Sauthoff,478,22,431922,General Pinedo
899,Kinsman,667,9,493955,Praia Grande
900,Moulton,78,72,694852,Veiga
901,Carey,746,65,412087,Tojal
902,Johnson,29,22,666878,Ustynivka
903,Pepper Wood,624,4,461746,Wangjiang
904,Hintze,616,17,466826,Sobinka
905,Mallard,497,69,561336,Motomiya
906,Mariners Cove,81,2,814167,Khueang Nai
907,Knutson,74,12,536198,Fëdorovskoye
908,Toban,231,79,750278,Capacho Viejo
909,Westridge,661,6,257152,Tukhlya
910,Rusk,9,92,764420,Kapotnya
911,Michigan,112,63,808995,Sudzha
912,Clarendon,187,43,560760,Cabanbanan
913,Village,758,62,662411,Wassu
914,Ohio,762,27,540089,Zhongfeng
915,Helena,670,43,542845,Dawung
916,Veith,458,71,970952,Mauraro
917,Linden,582,32,925783,Muḩradah
918,Pankratz,327,23,680440,Shanxia
919,Red Cloud,558,8,699832,Zhongxian
920,Mayer,375,22,136299,Jōetsu
921,Mifflin,764,38,441519,Salaverry
922,Boyd,512,76,362279,Bystré
923,Messerschmidt,476,49,446605,Biliri
924,Badeau,483,5,420706,Juhut
925,Hayes,295,7,821297,Butha-Buthe
926,Birchwood,266,53,323286,Marki
927,Tennessee,333,24,319649,Devon
928,Ramsey,357,7,707258,Jingzhou
929,Stuart,49,97,298775,Châteaurenard
930,Spohn,325,40,234674,Tsaritsyno
931,Coleman,508,29,116933,Oekuu
932,Manley,726,38,690982,Hengyang
933,Golf Course,147,94,228073,Vista Hermosa
934,Northland,336,4,312615,Nagornyy
935,Ilene,579,78,805652,Szemud
936,Green,337,49,492309,Bubanza
937,Dwight,753,45,792590,Karlskrona
938,Macpherson,293,11,723217,Nizhnyaya Salda
939,Dapin,51,75,769598,Glendale
940,Dottie,295,22,805871,Niu
941,Laurel,62,42,686550,Huangpo
942,Vermont,630,51,883962,Hanam
943,Summerview,666,72,410523,Gouqi
944,Straubel,378,47,908305,Strzelce Krajeńskie
945,Ramsey,24,75,528707,Jatinagara
946,Hoard,158,27,392539,Cahors
947,Twin Pines,709,55,479598,El Mirador
948,Summerview,222,58,536240,Xiaoqi
949,High Crossing,68,100,537735,Struga
950,Fairview,721,18,773619,Mikstat
951,Mendota,77,86,463730,Rafael Hernandez Ochoa
952,Pearson,100,65,454237,Bundoc
953,Johnson,132,19,151867,Tochigi
954,Cascade,651,28,943492,Selaparang Timur
955,Hallows,510,9,369694,Marseille
956,Marcy,277,40,740934,Huasta
957,Vernon,746,37,884004,Tolstoy-Yurt
958,Melby,647,59,348426,Cisantri
959,Merry,509,84,552879,Oshawa
960,Wayridge,762,76,280421,Ambatolampy
961,Bashford,474,21,695113,Apurawan
962,American Ash,728,68,802394,Denver
963,Surrey,735,47,967542,Vilhelmina
964,Helena,633,96,738519,Fornos
965,Stone Corner,219,70,330167,Dayton
966,Karstens,14,24,532462,Mekarjaya
967,Colorado,617,44,261043,Touzao
968,Annamark,2,68,425759,Marau
969,Maple,663,54,435604,Gondang
970,John Wall,438,52,517501,Grimshaw
971,Jenna,181,79,944224,Yacuíba
972,5th,702,71,250322,Kuala Pilah
973,Green Ridge,128,98,702521,Sirāhā
974,Packers,186,24,422777,Icó
975,Tennyson,547,86,157776,Nogueira
976,Prentice,212,80,149890,Mella
977,Mockingbird,137,45,111730,Yepocapa
978,Bluestem,70,13,553807,Bandaran
979,Lakewood,750,13,477530,Broska
980,Dovetail,385,37,793922,Aţ Ţaybah
981,Harbort,364,93,844373,El Guapinol
982,Sutherland,375,1,883149,Julcamarca
983,Loeprich,142,76,390890,Tvøroyri
984,Sheridan,46,36,988912,Kwatarkwashi
985,Namekagon,517,85,927438,Whakatane
986,Cody,340,49,464173,Omigawa
987,Debs,157,19,517966,Dallas
988,Fair Oaks,630,16,364595,Black River
989,Boyd,152,5,502470,Komsomolets
990,Hanson,605,1,621318,Jincheng
991,Steensland,708,45,883694,Chaloem Phra Kiat
992,Little Fleur,740,11,126388,Berëzovka
993,Loomis,126,24,323061,Orivesi
994,Nobel,300,84,146496,Acharnés
995,Glacier Hill,703,77,240736,Yanwukou
996,Buell,4,7,475010,El Progreso
997,Butterfield,404,59,244068,Sundumbili
998,Lakeland,276,76,462172,Famões
999,Tennessee,276,8,839071,Yaqian
1000,Nevada,51,62,412655,Bombardopolis
